session,plant,date,bbch,cls,n_common_poses,pose,image_id_c1,relpath_c1,image_id_c2,relpath_c2,image_id_c3,relpath_c3,image_id_c4,relpath_c4
p081_20231106,81,20231106,60,3_S6,12,12,c1_p081_20231106_o12,data/data_28/pi1_07236_81_12_20231106155408.jpg,c2_p081_20231106_o12,data/data_28/pi2_07236_81_12_20231106155409.jpg,c3_p081_20231106_o12,data/data_28/pi3_07236_81_12_20231106155409.jpg,c4_p081_20231106_o12,data/data_28/pi4_07236_81_12_20231106155410.jpg
p081_20231109,81,20231109,64,3_S6,12,1,c1_p081_20231109_o01,data/data_31/pi1_07945_81_1_20231109145249.jpg,c2_p081_20231109_o01,data/data_31/pi2_07945_81_1_20231109145248.jpg,c3_p081_20231109_o01,data/data_31/pi3_07945_81_1_20231109145250.jpg,c4_p081_20231109_o01,data/data_31/pi4_07945_81_1_20231109145249.jpg
p081_20231120,81,20231120,67,3_S6,12,4,c1_p081_20231120_o04,data/data_34/pi1_08668_81_4_20231120155858.jpg,c2_p081_20231120_o04,data/data_34/pi2_08668_81_4_20231120155858.jpg,c3_p081_20231120_o04,data/data_34/pi3_08668_81_4_20231120155859.jpg,c4_p081_20231120_o04,data/data_34/pi4_08668_81_4_20231120155858.jpg
p081_20231127,81,20231127,72,4_S7,12,6,c1_p081_20231127_o06,data/data_38/pi1_09630_81_6_20231127163247.jpg,c2_p081_20231127_o06,data/data_38/pi2_09630_81_6_20231127163248.jpg,c3_p081_20231127_o06,data/data_38/pi3_09630_81_6_20231127163249.jpg,c4_p081_20231127_o06,data/data_38/pi4_09630_81_6_20231127163249.jpg
p081_20231130,81,20231130,73,4_S7,12,9,c1_p081_20231130_o09,data/data_42/pi1_10593_81_9_20231130155140.jpg,c2_p081_20231130_o09,data/data_42/pi2_10593_81_9_20231130155141.jpg,c3_p081_20231130_o09,data/data_42/pi3_10593_81_9_20231130155141.jpg,c4_p081_20231130_o09,data/data_42/pi4_10593_81_9_20231130155142.jpg
p081_20231204,81,20231204,75,4_S7,12,12,c1_p081_20231204_o12,data/data_45/pi1_11316_81_12_20231204162807.jpg,c2_p081_20231204_o12,data/data_45/pi2_11316_81_12_20231204162808.jpg,c3_p081_20231204_o12,data/data_45/pi3_11316_81_12_20231204162808.jpg,c4_p081_20231204_o12,data/data_45/pi4_11316_81_12_20231204162808.jpg
p081_20231211,81,20231211,77,4_S7,12,11,c1_p081_20231211_o11,data/data_49/pi1_12275_81_11_20231211150808.jpg,c2_p081_20231211_o11,data/data_49/pi2_12275_81_11_20231211150808.jpg,c3_p081_20231211_o11,data/data_49/pi3_12275_81_11_20231211150809.jpg,c4_p081_20231211_o11,data/data_49/pi4_12275_81_11_20231211150809.jpg
p081_20231214,81,20231214,78,4_S7,12,5,c1_p081_20231214_o05,data/data_51/pi1_12989_81_5_20231214162318.jpg,c2_p081_20231214_o05,data/data_51/pi2_12989_81_5_20231214162318.jpg,c3_p081_20231214_o05,data/data_51/pi3_12989_81_5_20231214162318.jpg,c4_p081_20231214_o05,data/data_51/pi4_12989_81_5_20231214162318.jpg
p081_20231218,81,20231218,79,4_S7,12,9,c1_p081_20231218_o09,data/data_53/pi1_13473_81_9_20231218151235.jpg,c2_p081_20231218_o09,data/data_53/pi2_13473_81_9_20231218151235.jpg,c3_p081_20231218_o09,data/data_53/pi3_13473_81_9_20231218151235.jpg,c4_p081_20231218_o09,data/data_53/pi4_13473_81_9_20231218151236.jpg
p081_20231227,81,20231227,79,4_S7,12,4,c1_p081_20231227_o04,data/data_56/pi1_14188_81_4_20231227141738.jpg,c2_p081_20231227_o04,data/data_56/pi2_14188_81_4_20231227141738.jpg,c3_p081_20231227_o04,data/data_56/pi3_14188_81_4_20231227141738.jpg,c4_p081_20231227_o04,data/data_56/pi4_14188_81_4_20231227141739.jpg
p081_20240115,81,20240115,83,5_S8,12,2,c1_p081_20240115_o02,data/data_59/pi1_14906_81_2_20240115113303.jpg,c2_p081_20240115_o02,data/data_59/pi2_14906_81_2_20240115113303.jpg,c3_p081_20240115_o02,data/data_59/pi3_14906_81_2_20240115113303.jpg,c4_p081_20240115_o02,data/data_59/pi4_14906_81_2_20240115113303.jpg
p081_20240119,81,20240119,85,5_S8,12,7,c1_p081_20240119_o07,data/data_61/pi1_15391_81_7_20240119110812.jpg,c2_p081_20240119_o07,data/data_61/pi2_15391_81_7_20240119110813.jpg,c3_p081_20240119_o07,data/data_61/pi3_15391_81_7_20240119110813.jpg,c4_p081_20240119_o07,data/data_61/pi4_15391_81_7_20240119110813.jpg
p081_20240126,81,20240126,89,5_S8,12,4,c1_p081_20240126_o04,data/data_63/pi1_15868_81_4_20240126142505.jpg,c2_p081_20240126_o04,data/data_63/pi2_15868_81_4_20240126142505.jpg,c3_p081_20240126_o04,data/data_63/pi3_15868_81_4_20240126142506.jpg,c4_p081_20240126_o04,data/data_63/pi4_15868_81_4_20240126142506.jpg
p082_20231128,82,20231128,67,3_S6,12,11,c1_p082_20231128_o11,data/data_38/pi1_09647_82_11_20231128090157.jpg,c2_p082_20231128_o11,data/data_38/pi2_09647_82_11_20231128090158.jpg,c3_p082_20231128_o11,data/data_38/pi3_09647_82_11_20231128090158.jpg,c4_p082_20231128_o11,data/data_38/pi4_09647_82_11_20231128090159.jpg
p082_20231130,82,20231130,68,3_S6,12,12,c1_p082_20231130_o12,data/data_42/pi1_10608_82_12_20231130155532.jpg,c2_p082_20231130_o12,data/data_42/pi2_10608_82_12_20231130155532.jpg,c3_p082_20231130_o12,data/data_42/pi3_10608_82_12_20231130155532.jpg,c4_p082_20231130_o12,data/data_42/pi4_10608_82_12_20231130155533.jpg
p082_20231204,82,20231204,69,3_S6,12,10,c1_p082_20231204_o10,data/data_45/pi1_11326_82_10_20231204162929.jpg,c2_p082_20231204_o10,data/data_45/pi2_11326_82_10_20231204162930.jpg,c3_p082_20231204_o10,data/data_45/pi3_11326_82_10_20231204162930.jpg,c4_p082_20231204_o10,data/data_45/pi4_11326_82_10_20231204162930.jpg
p082_20231207,82,20231207,70,4_S7,12,1,c1_p082_20231207_o01,data/data_46/pi1_11557_82_1_20231207132215.jpg,c2_p082_20231207_o01,data/data_46/pi2_11557_82_1_20231207132215.jpg,c3_p082_20231207_o01,data/data_46/pi3_11557_82_1_20231207132215.jpg,c4_p082_20231207_o01,data/data_46/pi4_11557_82_1_20231207132216.jpg
p082_20231211,82,20231211,72,4_S7,12,1,c1_p082_20231211_o01,data/data_49/pi1_12277_82_1_20231211150902.jpg,c2_p082_20231211_o01,data/data_49/pi2_12277_82_1_20231211150902.jpg,c3_p082_20231211_o01,data/data_49/pi3_12277_82_1_20231211150903.jpg,c4_p082_20231211_o01,data/data_49/pi4_12277_82_1_20231211150903.jpg
p082_20231218,82,20231218,73,4_S7,12,8,c1_p082_20231218_o08,data/data_53/pi1_13484_82_8_20231218151737.jpg,c2_p082_20231218_o08,data/data_53/pi2_13484_82_8_20231218151737.jpg,c3_p082_20231218_o08,data/data_53/pi3_13484_82_8_20231218151737.jpg,c4_p082_20231218_o08,data/data_53/pi4_13484_82_8_20231218151737.jpg
p082_20231227,82,20231227,74,4_S7,12,8,c1_p082_20231227_o08,data/data_56/pi1_14204_82_8_20231227142004.jpg,c2_p082_20231227_o08,data/data_56/pi2_14204_82_8_20231227142004.jpg,c3_p082_20231227_o08,data/data_56/pi3_14204_82_8_20231227142004.jpg,c4_p082_20231227_o08,data/data_56/pi4_14204_82_8_20231227142004.jpg
p082_20240115,82,20240115,76,4_S7,12,1,c1_p082_20240115_o01,data/data_59/pi1_14917_82_1_20240115113548.jpg,c2_p082_20240115_o01,data/data_59/pi2_14917_82_1_20240115113548.jpg,c3_p082_20240115_o01,data/data_59/pi3_14917_82_1_20240115113548.jpg,c4_p082_20240115_o01,data/data_59/pi4_14917_82_1_20240115113548.jpg
p082_20240119,82,20240119,78,4_S7,12,10,c1_p082_20240119_o10,data/data_61/pi1_15406_82_10_20240119111601.jpg,c2_p082_20240119_o10,data/data_61/pi2_15406_82_10_20240119111601.jpg,c3_p082_20240119_o10,data/data_61/pi3_15406_82_10_20240119111602.jpg,c4_p082_20240119_o10,data/data_61/pi4_15406_82_10_20240119111601.jpg
p082_20240126,82,20240126,84,5_S8,12,2,c1_p082_20240126_o02,data/data_63/pi1_15878_82_2_20240126142650.jpg,c2_p082_20240126_o02,data/data_63/pi2_15878_82_2_20240126142650.jpg,c3_p082_20240126_o02,data/data_63/pi3_15878_82_2_20240126142652.jpg,c4_p082_20240126_o02,data/data_63/pi4_15878_82_2_20240126142651.jpg
p083_20231128,83,20231128,68,3_S6,12,6,c1_p083_20231128_o06,data/data_38/pi1_09654_83_6_20231128090338.jpg,c2_p083_20231128_o06,data/data_38/pi2_09654_83_6_20231128090338.jpg,c3_p083_20231128_o06,data/data_38/pi3_09654_83_6_20231128090339.jpg,c4_p083_20231128_o06,data/data_38/pi4_09654_83_6_20231128090339.jpg
p083_20231130,83,20231130,69,3_S6,12,4,c1_p083_20231130_o04,data/data_42/pi1_10612_83_4_20231130155617.jpg,c2_p083_20231130_o04,data/data_42/pi2_10612_83_4_20231130155618.jpg,c3_p083_20231130_o04,data/data_42/pi3_10612_83_4_20231130155618.jpg,c4_p083_20231130_o04,data/data_42/pi4_10612_83_4_20231130155619.jpg
p083_20231204,83,20231204,70,4_S7,12,9,c1_p083_20231204_o09,data/data_45/pi1_11337_83_9_20231204163035.jpg,c2_p083_20231204_o09,data/data_45/pi2_11337_83_9_20231204163035.jpg,c3_p083_20231204_o09,data/data_45/pi3_11337_83_9_20231204163036.jpg,c4_p083_20231204_o09,data/data_45/pi4_11337_83_9_20231204163035.jpg
p083_20231207,83,20231207,71,4_S7,12,3,c1_p083_20231207_o03,data/data_46/pi1_11571_83_3_20231207132508.jpg,c2_p083_20231207_o03,data/data_46/pi2_11571_83_3_20231207132508.jpg,c3_p083_20231207_o03,data/data_46/pi3_11571_83_3_20231207132508.jpg,c4_p083_20231207_o03,data/data_46/pi4_11571_83_3_20231207132509.jpg
p083_20231211,83,20231211,73,4_S7,12,5,c1_p083_20231211_o05,data/data_49/pi1_12293_83_5_20231211151056.jpg,c2_p083_20231211_o05,data/data_49/pi2_12293_83_5_20231211151055.jpg,c3_p083_20231211_o05,data/data_49/pi3_12293_83_5_20231211151056.jpg,c4_p083_20231211_o05,data/data_49/pi4_12293_83_5_20231211151056.jpg
p083_20231218,83,20231218,75,4_S7,12,6,c1_p083_20231218_o06,data/data_53/pi1_13494_83_6_20231218151847.jpg,c2_p083_20231218_o06,data/data_53/pi2_13494_83_6_20231218151848.jpg,c3_p083_20231218_o06,data/data_53/pi3_13494_83_6_20231218151847.jpg,c4_p083_20231218_o06,data/data_53/pi4_13494_83_6_20231218151848.jpg
p083_20231227,83,20231227,77,4_S7,12,2,c1_p083_20231227_o02,data/data_56/pi1_14210_83_2_20231227142107.jpg,c2_p083_20231227_o02,data/data_56/pi2_14210_83_2_20231227142107.jpg,c3_p083_20231227_o02,data/data_56/pi3_14210_83_2_20231227142108.jpg,c4_p083_20231227_o02,data/data_56/pi4_14210_83_2_20231227142108.jpg
p083_20240115,83,20240115,78,4_S7,12,1,c1_p083_20240115_o01,data/data_59/pi1_14929_83_1_20240115131454.jpg,c2_p083_20240115_o01,data/data_59/pi2_14929_83_1_20240115131454.jpg,c3_p083_20240115_o01,data/data_59/pi3_14929_83_1_20240115131454.jpg,c4_p083_20240115_o01,data/data_59/pi4_14929_83_1_20240115131455.jpg
p083_20240119,83,20240119,79,4_S7,12,3,c1_p083_20240119_o03,data/data_61/pi1_15411_83_3_20240119111655.jpg,c2_p083_20240119_o03,data/data_61/pi2_15411_83_3_20240119111656.jpg,c3_p083_20240119_o03,data/data_61/pi3_15411_83_3_20240119111656.jpg,c4_p083_20240119_o03,data/data_61/pi4_15411_83_3_20240119111656.jpg
p083_20240126,83,20240126,83,5_S8,12,4,c1_p083_20240126_o04,data/data_63/pi1_15892_83_4_20240126142853.jpg,c2_p083_20240126_o04,data/data_63/pi2_15892_83_4_20240126142853.jpg,c3_p083_20240126_o04,data/data_63/pi3_15892_83_4_20240126142854.jpg,c4_p083_20240126_o04,data/data_63/pi4_15892_83_4_20240126142854.jpg
p084_20231128,84,20231128,66,3_S6,12,12,c1_p084_20231128_o12,data/data_38/pi1_09672_84_12_20231128090547.jpg,c2_p084_20231128_o12,data/data_38/pi2_09672_84_12_20231128090548.jpg,c3_p084_20231128_o12,data/data_38/pi3_09672_84_12_20231128090548.jpg,c4_p084_20231128_o12,data/data_38/pi4_09672_84_12_20231128090549.jpg
p084_20231130,84,20231130,68,3_S6,12,5,c1_p084_20231130_o05,data/data_42/pi1_10625_84_5_20231130155750.jpg,c2_p084_20231130_o05,data/data_42/pi2_10625_84_5_20231130155751.jpg,c3_p084_20231130_o05,data/data_42/pi3_10625_84_5_20231130155750.jpg,c4_p084_20231130_o05,data/data_42/pi4_10625_84_5_20231130155751.jpg
p084_20231204,84,20231204,69,3_S6,12,1,c1_p084_20231204_o01,data/data_45/pi1_11341_84_1_20231204163105.jpg,c2_p084_20231204_o01,data/data_45/pi2_11341_84_1_20231204163105.jpg,c3_p084_20231204_o01,data/data_45/pi3_11341_84_1_20231204163106.jpg,c4_p084_20231204_o01,data/data_45/pi4_11341_84_1_20231204163106.jpg
p084_20231207,84,20231207,70,4_S7,12,12,c1_p084_20231207_o12,data/data_46/pi1_11592_84_12_20231207132832.jpg,c2_p084_20231207_o12,data/data_46/pi2_11592_84_12_20231207132833.jpg,c3_p084_20231207_o12,data/data_46/pi3_11592_84_12_20231207132833.jpg,c4_p084_20231207_o12,data/data_46/pi4_11592_84_12_20231207132834.jpg
p084_20231211,84,20231211,71,4_S7,12,5,c1_p084_20231211_o05,data/data_49/pi1_12305_84_5_20231211151243.jpg,c2_p084_20231211_o05,data/data_49/pi2_12305_84_5_20231211151242.jpg,c3_p084_20231211_o05,data/data_49/pi3_12305_84_5_20231211151243.jpg,c4_p084_20231211_o05,data/data_49/pi4_12305_84_5_20231211151243.jpg
p084_20231218,84,20231218,73,4_S7,12,1,c1_p084_20231218_o01,data/data_54/pi1_13501_84_1_20231218151948.jpg,c2_p084_20231218_o01,data/data_54/pi2_13501_84_1_20231218151948.jpg,c3_p084_20231218_o01,data/data_54/pi3_13501_84_1_20231218151948.jpg,c4_p084_20231218_o01,data/data_54/pi4_13501_84_1_20231218151949.jpg
p084_20231227,84,20231227,75,4_S7,12,2,c1_p084_20231227_o02,data/data_56/pi1_14222_84_2_20231227142253.jpg,c2_p084_20231227_o02,data/data_56/pi2_14222_84_2_20231227142253.jpg,c3_p084_20231227_o02,data/data_56/pi3_14222_84_2_20231227142253.jpg,c4_p084_20231227_o02,data/data_56/pi4_14222_84_2_20231227142254.jpg
p084_20240115,84,20240115,76,4_S7,12,7,c1_p084_20240115_o07,data/data_59/pi1_14947_84_7_20240115132004.jpg,c2_p084_20240115_o07,data/data_59/pi2_14947_84_7_20240115132004.jpg,c3_p084_20240115_o07,data/data_59/pi3_14947_84_7_20240115132004.jpg,c4_p084_20240115_o07,data/data_59/pi4_14947_84_7_20240115132004.jpg
p084_20240119,84,20240119,78,4_S7,12,10,c1_p084_20240119_o10,data/data_61/pi1_15430_84_10_20240119111946.jpg,c2_p084_20240119_o10,data/data_61/pi2_15430_84_10_20240119111946.jpg,c3_p084_20240119_o10,data/data_61/pi3_15430_84_10_20240119111947.jpg,c4_p084_20240119_o10,data/data_61/pi4_15430_84_10_20240119111946.jpg
p084_20240126,84,20240126,80,5_S8,12,9,c1_p084_20240126_o09,data/data_63/pi1_15909_84_9_20240126143125.jpg,c2_p084_20240126_o09,data/data_63/pi2_15909_84_9_20240126143125.jpg,c3_p084_20240126_o09,data/data_63/pi3_15909_84_9_20240126143126.jpg,c4_p084_20240126_o09,data/data_63/pi4_15909_84_9_20240126143126.jpg
p085_20231128,85,20231128,65,3_S6,12,3,c1_p085_20231128_o03,data/data_38/pi1_09675_85_3_20231128090647.jpg,c2_p085_20231128_o03,data/data_38/pi2_09675_85_3_20231128090647.jpg,c3_p085_20231128_o03,data/data_38/pi3_09675_85_3_20231128090648.jpg,c4_p085_20231128_o03,data/data_38/pi4_09675_85_3_20231128090648.jpg
p085_20231130,85,20231130,68,3_S6,12,1,c1_p085_20231130_o01,data/data_42/pi1_10633_85_1_20231130155849.jpg,c2_p085_20231130_o01,data/data_42/pi2_10633_85_1_20231130155850.jpg,c3_p085_20231130_o01,data/data_42/pi3_10633_85_1_20231130155850.jpg,c4_p085_20231130_o01,data/data_42/pi4_10633_85_1_20231130155850.jpg
p085_20231204,85,20231204,69,3_S6,12,3,c1_p085_20231204_o03,data/data_45/pi1_11355_85_3_20231204163244.jpg,c2_p085_20231204_o03,data/data_45/pi2_11355_85_3_20231204163244.jpg,c3_p085_20231204_o03,data/data_45/pi3_11355_85_3_20231204163245.jpg,c4_p085_20231204_o03,data/data_45/pi4_11355_85_3_20231204163245.jpg
p085_20231207,85,20231207,70,4_S7,12,3,c1_p085_20231207_o03,data/data_46/pi1_11595_85_3_20231207132922.jpg,c2_p085_20231207_o03,data/data_46/pi2_11595_85_3_20231207132922.jpg,c3_p085_20231207_o03,data/data_46/pi3_11595_85_3_20231207132922.jpg,c4_p085_20231207_o03,data/data_46/pi4_11595_85_3_20231207132923.jpg
p085_20231211,85,20231211,71,4_S7,12,11,c1_p085_20231211_o11,data/data_49/pi1_12323_85_11_20231211151513.jpg,c2_p085_20231211_o11,data/data_49/pi2_12323_85_11_20231211151513.jpg,c3_p085_20231211_o11,data/data_49/pi3_12323_85_11_20231211151514.jpg,c4_p085_20231211_o11,data/data_49/pi4_12323_85_11_20231211151514.jpg
p085_20231218,85,20231218,72,4_S7,12,12,c1_p085_20231218_o12,data/data_54/pi1_13524_85_12_20231218152150.jpg,c2_p085_20231218_o12,data/data_54/pi2_13524_85_12_20231218152151.jpg,c3_p085_20231218_o12,data/data_54/pi3_13524_85_12_20231218152151.jpg,c4_p085_20231218_o12,data/data_54/pi4_13524_85_12_20231218152151.jpg
p085_20231227,85,20231227,74,4_S7,12,7,c1_p085_20231227_o07,data/data_56/pi1_14239_85_7_20231227142458.jpg,c2_p085_20231227_o07,data/data_56/pi2_14239_85_7_20231227142458.jpg,c3_p085_20231227_o07,data/data_56/pi3_14239_85_7_20231227142459.jpg,c4_p085_20231227_o07,data/data_56/pi4_14239_85_7_20231227142459.jpg
p085_20240115,85,20240115,77,4_S7,12,5,c1_p085_20240115_o05,data/data_59/pi1_14957_85_5_20240115132218.jpg,c2_p085_20240115_o05,data/data_59/pi2_14957_85_5_20240115132218.jpg,c3_p085_20240115_o05,data/data_59/pi3_14957_85_5_20240115132218.jpg,c4_p085_20240115_o05,data/data_59/pi4_14957_85_5_20240115132218.jpg
p085_20240119,85,20240119,79,4_S7,12,4,c1_p085_20240119_o04,data/data_61/pi1_15436_85_4_20240119112055.jpg,c2_p085_20240119_o04,data/data_61/pi2_15436_85_4_20240119112056.jpg,c3_p085_20240119_o04,data/data_61/pi3_15436_85_4_20240119112057.jpg,c4_p085_20240119_o04,data/data_61/pi4_15436_85_4_20240119112056.jpg
p085_20240126,85,20240126,81,5_S8,12,2,c1_p085_20240126_o02,data/data_63/pi1_15914_85_2_20240126143229.jpg,c2_p085_20240126_o02,data/data_63/pi2_15914_85_2_20240126143229.jpg,c3_p085_20240126_o02,data/data_63/pi3_15914_85_2_20240126143230.jpg,c4_p085_20240126_o02,data/data_63/pi4_15914_85_2_20240126143229.jpg
p086_20231128,86,20231128,68,3_S6,12,5,c1_p086_20231128_o05,data/data_38/pi1_09689_86_5_20231128090925.jpg,c2_p086_20231128_o05,data/data_38/pi2_09689_86_5_20231128090925.jpg,c3_p086_20231128_o05,data/data_38/pi3_09689_86_5_20231128090926.jpg,c4_p086_20231128_o05,data/data_38/pi4_09689_86_5_20231128090926.jpg
p086_20231130,86,20231130,69,3_S6,12,3,c1_p086_20231130_o03,data/data_42/pi1_10647_86_3_20231130160039.jpg,c2_p086_20231130_o03,data/data_42/pi2_10647_86_3_20231130160040.jpg,c3_p086_20231130_o03,data/data_42/pi3_10647_86_3_20231130160040.jpg,c4_p086_20231130_o03,data/data_42/pi4_10647_86_3_20231130160041.jpg
p086_20231204,86,20231204,78,4_S7,12,11,c1_p086_20231204_o11,data/data_45/pi1_11375_86_11_20231204163441.jpg,c2_p086_20231204_o11,data/data_45/pi2_11375_86_11_20231204163442.jpg,c3_p086_20231204_o11,data/data_45/pi3_11375_86_11_20231204163442.jpg,c4_p086_20231204_o11,data/data_45/pi4_11375_86_11_20231204163442.jpg
p086_20231207,86,20231207,67,3_S6,12,3,c1_p086_20231207_o03,data/data_46/pi1_11607_86_3_20231207133117.jpg,c2_p086_20231207_o03,data/data_46/pi2_11607_86_3_20231207133117.jpg,c3_p086_20231207_o03,data/data_46/pi3_11607_86_3_20231207133117.jpg,c4_p086_20231207_o03,data/data_46/pi4_11607_86_3_20231207133119.jpg
p086_20231211,86,20231211,71,4_S7,12,8,c1_p086_20231211_o08,data/data_49/pi1_12332_86_8_20231211151657.jpg,c2_p086_20231211_o08,data/data_49/pi2_12332_86_8_20231211151657.jpg,c3_p086_20231211_o08,data/data_49/pi3_12332_86_8_20231211151657.jpg,c4_p086_20231211_o08,data/data_49/pi4_12332_86_8_20231211151657.jpg
p086_20231218,86,20231218,72,4_S7,12,10,c1_p086_20231218_o10,data/data_54/pi1_13534_86_10_20231218152305.jpg,c2_p086_20231218_o10,data/data_54/pi2_13534_86_10_20231218152305.jpg,c3_p086_20231218_o10,data/data_54/pi3_13534_86_10_20231218152305.jpg,c4_p086_20231218_o10,data/data_54/pi4_13534_86_10_20231218152306.jpg
p086_20231227,86,20231227,73,4_S7,12,1,c1_p086_20231227_o01,data/data_56/pi1_14245_86_1_20231227142601.jpg,c2_p086_20231227_o01,data/data_56/pi2_14245_86_1_20231227142601.jpg,c3_p086_20231227_o01,data/data_56/pi3_14245_86_1_20231227142601.jpg,c4_p086_20231227_o01,data/data_56/pi4_14245_86_1_20231227142601.jpg
p086_20240115,86,20240115,75,4_S7,12,9,c1_p086_20240115_o09,data/data_59/pi1_14973_86_9_20240115132512.jpg,c2_p086_20240115_o09,data/data_59/pi2_14973_86_9_20240115132512.jpg,c3_p086_20240115_o09,data/data_59/pi3_14973_86_9_20240115132512.jpg,c4_p086_20240115_o09,data/data_59/pi4_14973_86_9_20240115132512.jpg
p086_20240119,86,20240119,78,4_S7,12,4,c1_p086_20240119_o04,data/data_61/pi1_15448_86_4_20240119112240.jpg,c2_p086_20240119_o04,data/data_61/pi2_15448_86_4_20240119112240.jpg,c3_p086_20240119_o04,data/data_61/pi3_15448_86_4_20240119112241.jpg,c4_p086_20240119_o04,data/data_61/pi4_15448_86_4_20240119112240.jpg
p086_20240126,86,20240126,81,5_S8,12,2,c1_p086_20240126_o02,data/data_63/pi1_15926_86_2_20240126143435.jpg,c2_p086_20240126_o02,data/data_63/pi2_15926_86_2_20240126143435.jpg,c3_p086_20240126_o02,data/data_63/pi3_15926_86_2_20240126143436.jpg,c4_p086_20240126_o02,data/data_63/pi4_15926_86_2_20240126143436.jpg
p087_20231128,87,20231128,66,3_S6,12,9,c1_p087_20231128_o09,data/data_38/pi1_09705_87_9_20231128091153.jpg,c2_p087_20231128_o09,data/data_38/pi2_09705_87_9_20231128091154.jpg,c3_p087_20231128_o09,data/data_38/pi3_09705_87_9_20231128091154.jpg,c4_p087_20231128_o09,data/data_38/pi4_09705_87_9_20231128091154.jpg
p087_20231130,87,20231130,68,3_S6,12,6,c1_p087_20231130_o06,data/data_42/pi1_10662_87_6_20231130160219.jpg,c2_p087_20231130_o06,data/data_42/pi2_10662_87_6_20231130160220.jpg,c3_p087_20231130_o06,data/data_42/pi3_10662_87_6_20231130160220.jpg,c4_p087_20231130_o06,data/data_42/pi4_10662_87_6_20231130160221.jpg
p087_20231204,87,20231204,69,3_S6,12,3,c1_p087_20231204_o03,data/data_45/pi1_11379_87_3_20231204163514.jpg,c2_p087_20231204_o03,data/data_45/pi2_11379_87_3_20231204163514.jpg,c3_p087_20231204_o03,data/data_45/pi3_11379_87_3_20231204163515.jpg,c4_p087_20231204_o03,data/data_45/pi4_11379_87_3_20231204163515.jpg
p087_20231207,87,20231207,70,4_S7,12,11,c1_p087_20231207_o11,data/data_46/pi1_11627_87_11_20231207133411.jpg,c2_p087_20231207_o11,data/data_46/pi2_11627_87_11_20231207133411.jpg,c3_p087_20231207_o11,data/data_46/pi3_11627_87_11_20231207133411.jpg,c4_p087_20231207_o11,data/data_46/pi4_11627_87_11_20231207133412.jpg
p087_20231211,87,20231211,71,4_S7,12,7,c1_p087_20231211_o07,data/data_49/pi1_12343_87_7_20231211151836.jpg,c2_p087_20231211_o07,data/data_49/pi2_12343_87_7_20231211151836.jpg,c3_p087_20231211_o07,data/data_49/pi3_12343_87_7_20231211151836.jpg,c4_p087_20231211_o07,data/data_49/pi4_12343_87_7_20231211151836.jpg
p087_20231218,87,20231218,73,4_S7,12,6,c1_p087_20231218_o06,data/data_54/pi1_13542_87_6_20231218152404.jpg,c2_p087_20231218_o06,data/data_54/pi2_13542_87_6_20231218152405.jpg,c3_p087_20231218_o06,data/data_54/pi3_13542_87_6_20231218152405.jpg,c4_p087_20231218_o06,data/data_54/pi4_13542_87_6_20231218152405.jpg
p087_20231227,87,20231227,75,4_S7,12,7,c1_p087_20231227_o07,data/data_57/pi1_14263_87_7_20231227142817.jpg,c2_p087_20231227_o07,data/data_57/pi2_14263_87_7_20231227142817.jpg,c3_p087_20231227_o07,data/data_57/pi3_14263_87_7_20231227142817.jpg,c4_p087_20231227_o07,data/data_57/pi4_14263_87_7_20231227142817.jpg
p087_20240115,87,20240115,78,4_S7,12,10,c1_p087_20240115_o10,data/data_59/pi1_14986_87_10_20240115133027.jpg,c2_p087_20240115_o10,data/data_59/pi2_14986_87_10_20240115133027.jpg,c3_p087_20240115_o10,data/data_59/pi3_14986_87_10_20240115133027.jpg,c4_p087_20240115_o10,data/data_59/pi4_14986_87_10_20240115133027.jpg
p087_20240119,87,20240119,79,4_S7,12,3,c1_p087_20240119_o03,data/data_61/pi1_15459_87_3_20240119112414.jpg,c2_p087_20240119_o03,data/data_61/pi2_15459_87_3_20240119112414.jpg,c3_p087_20240119_o03,data/data_61/pi3_15459_87_3_20240119112415.jpg,c4_p087_20240119_o03,data/data_61/pi4_15459_87_3_20240119112415.jpg
p087_20240126,87,20240126,81,5_S8,12,10,c1_p087_20240126_o10,data/data_63/pi1_15946_87_10_20240126143820.jpg,c2_p087_20240126_o10,data/data_63/pi2_15946_87_10_20240126143820.jpg,c3_p087_20240126_o10,data/data_63/pi3_15946_87_10_20240126143821.jpg,c4_p087_20240126_o10,data/data_63/pi4_15946_87_10_20240126143821.jpg
p088_20231128,88,20231128,67,3_S6,12,6,c1_p088_20231128_o06,data/data_38/pi1_09714_88_6_20231128091333.jpg,c2_p088_20231128_o06,data/data_38/pi2_09714_88_6_20231128091333.jpg,c3_p088_20231128_o06,data/data_38/pi3_09714_88_6_20231128091333.jpg,c4_p088_20231128_o06,data/data_38/pi4_09714_88_6_20231128091334.jpg
p088_20231130,88,20231130,68,3_S6,12,5,c1_p088_20231130_o05,data/data_42/pi1_10673_88_5_20231130160349.jpg,c2_p088_20231130_o05,data/data_42/pi2_10673_88_5_20231130160349.jpg,c3_p088_20231130_o05,data/data_42/pi3_10673_88_5_20231130160349.jpg,c4_p088_20231130_o05,data/data_42/pi4_10673_88_5_20231130160350.jpg
